CustomerID,Name,Age,Gender,Email,Phone,PurchaseAmount,PurchaseDate,ProductCategory,Rating,Months
CUST1480,Ali Gaber,54.0,Male,ali.gaber@yahoo.com,Missing,532.98,2023-11-30,Electronics,,November
CUST1481,Alaa Ali,54.0,Male,alaa.ali@hotmail.com,Available,668.34,2024-10-14,Clothing,2.0,October
CUST1482,Lina Smith,54.0,Female,lina.smith@yahoo.com,Available,890.73,2024-08-13,Home,,August
CUST1483,Ali Smith,54.0,Female,ali.smith@hotmail.com,Available,736.61,2024-03-08,Clothing,3.0,March
CUST1484,Fatma Hassan,54.0,Male,fatma.hassan@gmail.com,Missing,963.78,2023-02-17,Home,,February
CUST1485,Lina Smith,54.0,Female,lina.smith@hotmail.com,Missing,125.45,2023-10-09,Books,2.0,October
CUST1486,Lina Mahmoud,54.0,Male,lina.mahmoud@yahoo.com,Available,121.63,2024-08-04,Electronics,,August
CUST1487,Ahmed Hassan,84.0,Female,ahmed.hassan@hotmail.com,Available,685.83,2024-08-31,Clothing,3.0,August
CUST1488,Ali Ibrahim,54.0,Female,ali.ibrahim@gmail.com,Missing,947.34,2023-08-07,Home,5.0,August
CUST1489,Mark Smith,54.0,Male,mark.smith@yahoo.com,Missing,86.56,2023-12-07,Books,4.0,December
CUST1490,Sara Smith,54.0,Male,sara.smith@gmail.com,Missing,968.33,2024-09-16,Home,,September
CUST1491,Sara Hassan,54.0,Female,sara.hassan@gmail.com,Available,300.1,2023-08-07,No Category Selected,,August
CUST1492,Alaa Hassan,54.0,Male,alaa.hassan@gmail.com,Available,625.04,2023-06-09,No Category Selected,4.17379077615298,June
CUST1493,Fatma Ibrahim,66.0,Female,fatma.ibrahim@yahoo.com,Missing,709.02,2023-05-14,No Category Selected,4.0,May
CUST1494,Ahmed Hassan,54.0,Female,ahmed.hassan@hotmail.com,Available,778.69,2023-04-08,No Category Selected,4.0,April
CUST1495,Sara Ibrahim,54.0,Male,sara.ibrahim@gmail.com,Available,903.81,,Books,,
CUST1496,John Hassan,54.0,Female,john.hassan@hotmail.com,Available,391.26,2025-05-03,Toys,5.0,May
CUST1497,John Mahmoud,54.0,Male,john.mahmoud@hotmail.com,Available,520.06,2024-05-23,Electronics,5.0,May
CUST1498,Mark Hassan,54.0,Female,mark.hassan@hotmail.com,Missing,324.24,2025-07-05,Toys,3.0,July
CUST1499,Fatma Gaber,54.0,Female,fatma.gaber@hotmail.com,Available,909.83,2022-10-30,Clothing,4.0,October
CUST1500,Ahmed Ali,72.0,Female,ahmed.ali@yahoo.com,Missing,910.91,2024-11-30,Books,5.0,November
CUST1501,Ali Ali,65.0,Female,ali.ali@yahoo.com,Available,80.13,,Electronics,5.0,
CUST1502,Mark Ali,21.0,Male,mark.ali@hotmail.com,Available,114.9,2025-05-21,Home,,May
CUST1503,Lina Ibrahim,54.0,Male,lina.ibrahim@yahoo.com,Missing,194.24,2023-04-13,Clothing,3.0,April
CUST1504,Alaa Ibrahim,56.0,Female,alaa.ibrahim@hotmail.com,Missing,964.52,2022-11-08,No Category Selected,2.0,November
CUST1505,Fatma Gaber,54.0,Male,fatma.gaber@gmail.com,Missing,567.93,2024-04-24,Electronics,3.0,April
CUST1506,Ali Gaber,36.0,Female,ali.gaber@gmail.com,Available,204.66,2023-07-24,Toys,5.0,July
CUST1507,Fatma Ali,54.0,Male,fatma.ali@yahoo.com,Missing,329.3,2022-12-22,Home,4.17379077615298,December
CUST1508,Alaa Ibrahim,54.0,Female,alaa.ibrahim@gmail.com,Missing,596.82,2025-06-06,No Category Selected,1.0,June
CUST1509,Lina Gaber,54.0,Male,lina.gaber@gmail.com,Available,952.9,2022-12-13,Books,3.0,December
CUST1510,Alaa Smith,54.0,Male,alaa.smith@gmail.com,Missing,956.7,2024-05-12,Toys,4.0,May
CUST1511,John Smith,54.0,Male,john.smith@gmail.com,Available,711.26,2023-11-12,Books,5.0,November
CUST1512,Sara Gaber,54.0,Male,sara.gaber@hotmail.com,Available,981.65,2023-08-28,Clothing,5.0,August
CUST1513,Alaa Smith,54.0,Male,alaa.smith@gmail.com,Available,84.61,2023-11-09,Toys,,November
CUST1514,Mark Ibrahim,54.0,Female,mark.ibrahim@gmail.com,Available,971.83,2025-04-26,No Category Selected,2.0,April
CUST1515,Ahmed Hassan,54.0,Male,ahmed.hassan@yahoo.com,Missing,789.24,2025-02-17,Toys,1.0,February
CUST1516,Mark Hassan,22.0,Male,mark.hassan@gmail.com,Available,95.19,2023-11-04,Books,4.17379077615298,November
CUST1517,Ali Mahmoud,54.0,Female,ali.mahmoud@yahoo.com,Available,148.97,2024-03-03,Books,4.0,March
CUST1518,Ali Hassan,54.0,Male,ali.hassan@hotmail.com,Available,964.28,2025-03-17,Books,1.0,March
CUST1519,John Mahmoud,54.0,Male,john.mahmoud@gmail.com,Missing,560.86,2025-07-09,No Category Selected,5.0,July
CUST1520,Ahmed Smith,54.0,Male,ahmed.smith@gmail.com,Missing,377.46,2024-06-27,Books,3.0,June
CUST1521,Alaa Smith,88.0,Female,alaa.smith@hotmail.com,Missing,778.35,2024-12-31,No Category Selected,4.17379077615298,December
CUST1522,John Gaber,54.0,Male,john.gaber@hotmail.com,Missing,59.15,2025-05-01,No Category Selected,1.0,May
CUST1523,Ahmed Gaber,54.0,Male,ahmed.gaber@yahoo.com,Missing,691.73,2023-10-17,Home,5.0,October
CUST1524,Alaa Gaber,54.0,Male,alaa.gaber@hotmail.com,Missing,509.8973789316026,2023-06-06,Toys,,June
CUST1525,Ali Ibrahim,54.0,Female,ali.ibrahim@gmail.com,Missing,444.22,2025-06-04,No Category Selected,4.17379077615298,June
CUST1526,Sara Hassan,54.0,Female,sara.hassan@yahoo.com,Available,935.32,2023-09-16,Books,2.0,September
CUST1527,Lina Smith,41.0,Male,lina.smith@hotmail.com,Available,254.41,2025-05-22,Books,4.17379077615298,May
CUST1528,John Smith,54.0,Male,john.smith@gmail.com,Available,928.22,2023-04-03,Books,1.0,April
CUST1529,Sara Gaber,78.0,Female,sara.gaber@hotmail.com,Available,880.22,2023-08-21,Books,4.0,August
CUST1530,Ahmed Hassan,54.0,Male,ahmed.hassan@hotmail.com,Missing,894.06,2023-06-18,No Category Selected,5.0,June
CUST1531,Lina Ibrahim,85.0,Female,lina.ibrahim@gmail.com,Missing,302.7,2025-07-03,Clothing,4.17379077615298,July
CUST1532,Fatma Ibrahim,54.0,Female,fatma.ibrahim@gmail.com,Missing,136.42,2024-08-22,No Category Selected,1.0,August
CUST1533,Lina Gaber,54.0,Female,lina.gaber@hotmail.com,Missing,498.06,2025-07-23,Books,3.0,July
CUST1534,Lina Ibrahim,56.0,Male,lina.ibrahim@gmail.com,Missing,480.31,2024-03-06,Electronics,4.0,March
CUST1535,Lina Ali,46.0,Female,lina.ali@gmail.com,Missing,741.91,2022-12-29,Electronics,4.17379077615298,December
CUST1536,Ahmed Mahmoud,67.0,Male,ahmed.mahmoud@hotmail.com,Available,103.05,2025-01-13,Clothing,2.0,January
CUST1537,Fatma Smith,64.0,Male,fatma.smith@yahoo.com,Available,784.25,2024-06-22,Clothing,2.0,June
CUST1538,Ali Hassan,54.0,Male,ali.hassan@hotmail.com,Available,754.93,2024-09-11,No Category Selected,1.0,September
CUST1539,Ahmed Mahmoud,54.0,Male,ahmed.mahmoud@yahoo.com,Missing,846.35,,Home,2.0,
CUST1540,John Gaber,77.0,Male,john.gaber@gmail.com,Available,921.28,2023-12-25,Electronics,3.0,December
CUST1541,Lina Ibrahim,54.0,Male,lina.ibrahim@yahoo.com,Missing,155.98,2025-03-03,Toys,4.17379077615298,March
CUST1542,Alaa Smith,54.0,Male,alaa.smith@yahoo.com,Missing,85.3,2025-02-23,Home,,February
CUST1543,Sara Ibrahim,54.0,Female,sara.ibrahim@gmail.com,Missing,29.38,2023-09-30,Electronics,5.0,September
CUST1544,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@yahoo.com,Available,120.0,2023-01-17,Books,4.17379077615298,January
CUST1545,Sara Mahmoud,54.0,Male,sara.mahmoud@yahoo.com,Missing,881.42,2025-07-09,Clothing,3.0,July
CUST1546,John Ali,54.0,Male,john.ali@gmail.com,Missing,183.48,2024-01-06,Home,3.0,January
CUST1547,Alaa Smith,54.0,Male,alaa.smith@hotmail.com,Missing,853.06,2024-07-04,No Category Selected,1.0,July
CUST1548,Alaa Gaber,54.0,Male,alaa.gaber@yahoo.com,Available,556.95,2023-01-31,Electronics,4.17379077615298,January
CUST1549,Lina Ali,54.0,Female,lina.ali@hotmail.com,Available,793.73,2022-11-18,Toys,1.0,November
CUST1550,Fatma Hassan,54.0,Female,fatma.hassan@gmail.com,Available,893.87,2023-07-03,Clothing,,July
CUST1551,Alaa Mahmoud,72.0,Male,alaa.mahmoud@yahoo.com,Missing,23.46,2025-02-13,No Category Selected,4.17379077615298,February
CUST1552,Fatma Gaber,54.0,Female,fatma.gaber@yahoo.com,Available,432.89,2023-02-17,Electronics,2.0,February
CUST1553,Sara Ibrahim,54.0,Female,sara.ibrahim@hotmail.com,Available,859.53,2025-01-13,Books,3.0,January
CUST1554,Sara Gaber,57.0,Female,sara.gaber@hotmail.com,Missing,502.53,2025-06-21,No Category Selected,3.0,June
CUST1555,Sara Smith,54.0,Male,sara.smith@gmail.com,Missing,116.19,2023-02-11,No Category Selected,1.0,February
CUST1556,John Mahmoud,54.0,Male,john.mahmoud@hotmail.com,Missing,237.03,2023-05-22,Books,,May
CUST1557,Alaa Ali,54.0,Male,alaa.ali@hotmail.com,Available,430.51,,Home,,
CUST1558,Alaa Gaber,54.0,Female,alaa.gaber@gmail.com,Missing,907.02,2024-11-13,Electronics,4.0,November
CUST1559,Ali Ibrahim,56.0,Male,ali.ibrahim@yahoo.com,Missing,279.27,2024-08-19,Electronics,3.0,August
CUST1560,Alaa Ibrahim,54.0,Male,alaa.ibrahim@yahoo.com,Available,861.41,2023-05-25,No Category Selected,1.0,May
CUST1561,Fatma Mahmoud,54.0,Male,fatma.mahmoud@gmail.com,Missing,220.77,2023-03-31,Books,4.17379077615298,March
CUST1562,Lina Hassan,54.0,Female,lina.hassan@gmail.com,Missing,817.83,2024-10-17,Clothing,4.17379077615298,October
CUST1563,John Ibrahim,54.0,Male,john.ibrahim@hotmail.com,Missing,942.39,2024-03-26,Toys,3.0,March
CUST1564,Sara Ibrahim,54.0,Female,sara.ibrahim@hotmail.com,Missing,410.69,2025-05-31,Electronics,4.17379077615298,May
CUST1565,Lina Smith,54.0,Male,lina.smith@yahoo.com,Missing,149.73,2023-02-01,Toys,2.0,February
CUST1566,Mark Smith,49.0,Male,mark.smith@gmail.com,Missing,105.86,2024-09-01,Books,5.0,September
CUST1567,Ahmed Hassan,54.0,Male,ahmed.hassan@yahoo.com,Available,891.41,2023-10-13,Clothing,3.0,October
CUST1568,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@yahoo.com,Missing,299.36,2025-03-10,No Category Selected,3.0,March
CUST1569,Ali Ibrahim,54.0,Male,ali.ibrahim@gmail.com,Missing,73.05,2023-06-20,Books,4.17379077615298,June
CUST1570,John Ibrahim,48.0,Female,john.ibrahim@hotmail.com,Missing,68.41,2024-03-08,Toys,3.0,March
CUST1571,Alaa Ali,66.0,Male,alaa.ali@yahoo.com,Missing,987.4,2025-05-02,Electronics,,May
CUST1572,Lina Gaber,45.0,Male,lina.gaber@gmail.com,Available,543.1,2023-01-11,Electronics,4.17379077615298,January
CUST1573,Sara Hassan,54.0,Female,sara.hassan@gmail.com,Available,345.42,2025-04-05,No Category Selected,4.17379077615298,April
CUST1574,Alaa Hassan,54.0,Male,alaa.hassan@gmail.com,Available,64.47,2023-09-22,Books,5.0,September
CUST1575,John Mahmoud,54.0,Female,john.mahmoud@gmail.com,Missing,820.32,2025-03-24,Books,1.0,March
CUST1576,Alaa Smith,54.0,Male,alaa.smith@hotmail.com,Missing,687.85,2023-12-03,Books,1.0,December
CUST1577,Mark Ibrahim,54.0,Female,mark.ibrahim@gmail.com,Available,449.64,2024-05-01,Clothing,,May
CUST1578,Ali Smith,54.0,Male,ali.smith@gmail.com,Available,509.8973789316026,,No Category Selected,5.0,
CUST1579,Ahmed Ali,54.0,Male,ahmed.ali@yahoo.com,Available,311.98,2024-12-26,Home,,December
CUST1580,Ali Hassan,54.0,Male,ali.hassan@hotmail.com,Missing,183.34,2024-02-13,Toys,4.17379077615298,February
CUST1581,Alaa Hassan,54.0,Female,alaa.hassan@gmail.com,Missing,148.41,2025-03-23,No Category Selected,3.0,March
CUST1582,Alaa Ali,38.0,Female,alaa.ali@yahoo.com,Available,509.8973789316026,2025-05-14,No Category Selected,1.0,May
CUST1583,Sara Hassan,54.0,Female,sara.hassan@gmail.com,Available,549.44,2023-12-18,Clothing,5.0,December
CUST1584,Fatma Ali,54.0,Male,fatma.ali@gmail.com,Missing,545.1,2024-10-02,No Category Selected,4.0,October
CUST1585,Lina Mahmoud,54.0,Female,lina.mahmoud@gmail.com,Available,147.78,2025-04-01,Home,4.0,April
CUST1586,Ahmed Smith,54.0,Female,ahmed.smith@hotmail.com,Missing,563.77,2023-05-25,No Category Selected,2.0,May
CUST1587,John Ali,54.0,Male,john.ali@yahoo.com,Available,843.11,2024-11-24,Home,3.0,November
CUST1588,Alaa Smith,90.0,Female,alaa.smith@gmail.com,Available,650.91,2023-08-25,Home,,August
CUST1589,Ali Ali,54.0,Male,ali.ali@gmail.com,Missing,790.08,2025-03-18,Home,1.0,March
CUST1590,Alaa Mahmoud,54.0,Male,alaa.mahmoud@hotmail.com,Missing,785.97,2024-12-09,No Category Selected,1.0,December
CUST1591,Alaa Smith,54.0,Male,alaa.smith@yahoo.com,Missing,125.98,2022-11-22,Clothing,4.0,November
CUST1592,John Mahmoud,54.0,Male,john.mahmoud@hotmail.com,Available,190.64,2025-01-15,No Category Selected,3.0,January
CUST1593,Sara Hassan,54.0,Male,sara.hassan@gmail.com,Missing,250.25,2025-03-14,Home,3.0,March
CUST1594,John Ibrahim,54.0,Male,john.ibrahim@hotmail.com,Available,509.8973789316026,2023-04-22,Clothing,5.0,April
CUST1595,Lina Mahmoud,77.0,Male,lina.mahmoud@yahoo.com,Missing,667.95,2025-03-05,Clothing,4.0,March
CUST1596,Sara Ibrahim,54.0,Male,sara.ibrahim@gmail.com,Available,734.3,2024-05-22,No Category Selected,,May
CUST1597,Ali Hassan,54.0,Female,ali.hassan@hotmail.com,Missing,51.87,2024-07-15,Toys,3.0,July
CUST1598,Mark Ibrahim,54.0,Male,mark.ibrahim@yahoo.com,Missing,984.22,,Electronics,4.0,
CUST1599,Fatma Smith,54.0,Female,fatma.smith@yahoo.com,Missing,467.98,2023-01-10,Books,1.0,January
CUST1600,Lina Hassan,54.0,Male,lina.hassan@gmail.com,Missing,884.44,2025-03-06,Home,5.0,March
CUST1601,Fatma Ali,54.0,Male,fatma.ali@gmail.com,Missing,820.41,2024-07-28,No Category Selected,5.0,July
CUST1602,Alaa Gaber,54.0,Male,alaa.gaber@yahoo.com,Available,259.04,2023-01-07,Electronics,1.0,January
CUST1603,Fatma Ibrahim,54.0,Male,fatma.ibrahim@yahoo.com,Available,894.83,2024-09-17,Toys,4.0,September
CUST1604,Ali Mahmoud,54.0,Male,ali.mahmoud@yahoo.com,Available,872.56,2024-02-06,No Category Selected,1.0,February
CUST1605,Lina Ali,80.0,Female,lina.ali@hotmail.com,Missing,789.42,2024-08-13,No Category Selected,,August
CUST1606,John Smith,54.0,Female,john.smith@gmail.com,Missing,346.18,2024-10-01,Clothing,3.0,October
CUST1607,Lina Ali,54.0,Female,lina.ali@yahoo.com,Available,316.66,2024-09-27,Electronics,2.0,September
CUST1608,Ahmed Ibrahim,74.0,Female,ahmed.ibrahim@hotmail.com,Missing,931.21,2024-07-30,No Category Selected,4.0,July
CUST1609,Fatma Ali,79.0,Female,fatma.ali@hotmail.com,Missing,783.2,2024-07-07,Books,1.0,July
CUST1610,Ali Smith,54.0,Male,ali.smith@hotmail.com,Available,69.35,2022-12-17,Books,2.0,December
CUST1611,Fatma Hassan,39.0,Male,fatma.hassan@hotmail.com,Available,339.74,2024-04-28,No Category Selected,4.0,April
CUST1612,Lina Ibrahim,54.0,Male,lina.ibrahim@gmail.com,Available,215.4,2025-01-01,Home,,January
CUST1613,John Smith,54.0,Female,john.smith@gmail.com,Available,581.83,2024-09-23,Toys,2.0,September
CUST1614,Sara Ali,64.0,Male,sara.ali@yahoo.com,Available,572.71,2023-01-29,Toys,,January
CUST1615,Ali Smith,54.0,Female,ali.smith@yahoo.com,Missing,679.96,2024-08-21,Toys,,August
CUST1616,John Ibrahim,54.0,Male,john.ibrahim@yahoo.com,Missing,543.87,2023-11-23,No Category Selected,,November
CUST1617,Sara Hassan,54.0,Female,sara.hassan@hotmail.com,Available,746.9,,No Category Selected,4.0,
CUST1618,Alaa Gaber,54.0,Male,alaa.gaber@hotmail.com,Available,456.41,2024-10-16,No Category Selected,3.0,October
CUST1619,Lina Gaber,54.0,Female,lina.gaber@gmail.com,Available,509.8973789316026,2022-12-21,Electronics,1.0,December
CUST1620,Alaa Smith,54.0,Female,alaa.smith@hotmail.com,Available,213.04,,Toys,1.0,
CUST1621,Fatma Hassan,54.0,Male,fatma.hassan@hotmail.com,Missing,37.22,2024-02-18,Books,3.0,February
CUST1622,Sara Hassan,54.0,Male,sara.hassan@yahoo.com,Missing,270.64,2024-06-23,No Category Selected,,June
CUST1623,Alaa Smith,21.0,Female,alaa.smith@yahoo.com,Missing,706.71,2025-05-07,Electronics,5.0,May
CUST1624,Mark Mahmoud,54.0,Female,mark.mahmoud@gmail.com,Missing,222.07,2024-04-11,Books,4.0,April
CUST1625,Fatma Ibrahim,54.0,Female,fatma.ibrahim@hotmail.com,Missing,318.73,2024-02-21,No Category Selected,5.0,February
CUST1626,Ahmed Ali,54.0,Male,ahmed.ali@yahoo.com,Missing,175.15,2025-02-10,Home,,February
CUST1627,Ali Smith,22.0,Female,ali.smith@gmail.com,Missing,704.24,2022-11-03,Books,4.0,November
CUST1628,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@hotmail.com,Missing,580.16,2023-05-24,Books,2.0,May
CUST1629,Sara Hassan,43.0,Female,sara.hassan@yahoo.com,Available,394.89,2022-11-18,Books,3.0,November
CUST1630,Sara Smith,54.0,Male,sara.smith@yahoo.com,Missing,724.41,2023-06-12,Clothing,2.0,June
CUST1631,Lina Mahmoud,18.0,Female,lina.mahmoud@gmail.com,Missing,998.16,2023-10-09,Books,5.0,October
CUST1632,John Ibrahim,54.0,Male,john.ibrahim@yahoo.com,Available,352.96,2023-10-04,Clothing,2.0,October
CUST1633,Sara Gaber,54.0,Male,sara.gaber@hotmail.com,Missing,576.84,2024-01-16,Clothing,4.0,January
CUST1634,John Hassan,54.0,Male,john.hassan@hotmail.com,Available,389.59,2024-01-10,No Category Selected,4.17379077615298,January
CUST1635,Ali Smith,54.0,Female,ali.smith@yahoo.com,Missing,553.52,2024-06-26,Toys,1.0,June
CUST1636,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@gmail.com,Missing,474.8,2025-03-21,Home,,March
CUST1637,Sara Smith,54.0,Female,sara.smith@gmail.com,Missing,451.41,2023-02-13,No Category Selected,4.17379077615298,February
CUST1638,Ahmed Ali,32.0,Female,ahmed.ali@yahoo.com,Missing,817.01,2023-12-04,Home,3.0,December
CUST1639,Mark Hassan,54.0,Female,mark.hassan@gmail.com,Missing,465.11,2023-10-07,Electronics,5.0,October
CUST1640,Alaa Smith,37.0,Male,alaa.smith@yahoo.com,Missing,654.18,2023-03-10,No Category Selected,,March
CUST1641,Ahmed Ibrahim,68.0,Female,ahmed.ibrahim@gmail.com,Missing,766.77,2024-03-23,No Category Selected,4.0,March
CUST1642,Mark Hassan,54.0,Male,mark.hassan@yahoo.com,Available,911.05,2024-10-17,Toys,,October
CUST1643,Sara Ali,88.0,Female,sara.ali@hotmail.com,Available,722.13,2022-12-05,No Category Selected,4.17379077615298,December
CUST1644,John Ali,54.0,Male,john.ali@gmail.com,Available,670.35,2024-09-01,Toys,4.17379077615298,September
CUST1645,Ali Mahmoud,54.0,Male,ali.mahmoud@yahoo.com,Missing,580.94,2024-09-24,No Category Selected,4.17379077615298,September
CUST1646,Ahmed Smith,54.0,Male,ahmed.smith@yahoo.com,Missing,690.67,2023-08-26,Home,4.0,August
CUST1647,Ali Ibrahim,54.0,Female,ali.ibrahim@hotmail.com,Available,282.13,2023-03-26,Clothing,,March
CUST1648,Mark Gaber,54.0,Male,mark.gaber@gmail.com,Missing,568.45,2024-09-20,No Category Selected,,September
CUST1649,Fatma Smith,54.0,Male,fatma.smith@gmail.com,Missing,207.91,2025-03-25,No Category Selected,2.0,March
CUST1650,Lina Ibrahim,54.0,Male,lina.ibrahim@hotmail.com,Available,304.37,2023-05-26,No Category Selected,5.0,May
CUST1651,Mark Mahmoud,54.0,Female,mark.mahmoud@hotmail.com,Missing,145.39,2022-11-29,No Category Selected,2.0,November
CUST1652,Sara Hassan,54.0,Female,sara.hassan@yahoo.com,Available,297.5,2023-10-20,No Category Selected,4.0,October
CUST1653,Sara Gaber,54.0,Male,sara.gaber@gmail.com,Available,243.64,2022-11-22,Books,1.0,November
CUST1654,Sara Gaber,54.0,Male,sara.gaber@hotmail.com,Missing,118.97,2024-07-19,Electronics,4.17379077615298,July
CUST1655,Sara Smith,89.0,Male,sara.smith@gmail.com,Missing,465.8,2023-09-09,Clothing,3.0,September
CUST1656,Fatma Gaber,54.0,Female,fatma.gaber@yahoo.com,Available,340.6,2024-05-04,No Category Selected,2.0,May
CUST1657,Ali Ali,35.0,Female,ali.ali@gmail.com,Available,125.83,2024-10-16,No Category Selected,3.0,October
CUST1658,Fatma Hassan,54.0,Male,fatma.hassan@hotmail.com,Available,496.34,2025-07-14,Electronics,4.17379077615298,July
CUST1659,Sara Ali,54.0,Female,sara.ali@yahoo.com,Available,503.31,2024-02-03,Books,4.17379077615298,February
CUST1660,Ahmed Smith,54.0,Female,ahmed.smith@gmail.com,Available,591.98,2025-01-14,Toys,,January
CUST1661,John Smith,54.0,Male,john.smith@gmail.com,Available,705.61,2023-01-29,Home,4.17379077615298,January
CUST1662,Ali Hassan,54.0,Female,ali.hassan@hotmail.com,Available,873.12,2025-06-23,Electronics,5.0,June
CUST1663,Ahmed Hassan,54.0,Male,ahmed.hassan@hotmail.com,Missing,509.8973789316026,2024-12-23,No Category Selected,5.0,December
CUST1664,Fatma Smith,54.0,Female,fatma.smith@gmail.com,Available,197.44,2025-06-25,No Category Selected,1.0,June
CUST1665,Sara Gaber,54.0,Male,sara.gaber@gmail.com,Available,338.65,,No Category Selected,5.0,
CUST1666,Ali Gaber,71.0,Female,ali.gaber@yahoo.com,Available,597.31,2024-08-08,Home,,August
CUST1667,Ali Ibrahim,54.0,Male,ali.ibrahim@hotmail.com,Missing,413.17,2023-06-24,Clothing,2.0,June
CUST1668,John Smith,68.0,Male,john.smith@gmail.com,Available,314.68,2022-12-21,Toys,4.17379077615298,December
CUST1669,John Gaber,54.0,Female,john.gaber@yahoo.com,Available,218.72,2022-12-26,No Category Selected,3.0,December
CUST1670,Mark Hassan,37.0,Female,mark.hassan@hotmail.com,Available,409.97,2023-04-27,Toys,4.17379077615298,April
CUST1671,Alaa Smith,38.0,Male,alaa.smith@yahoo.com,Available,372.73,2025-03-22,Books,,March
CUST1672,Fatma Gaber,54.0,Male,fatma.gaber@yahoo.com,Available,572.33,2024-04-04,Electronics,4.17379077615298,April
CUST1673,Mark Hassan,34.0,Female,mark.hassan@yahoo.com,Available,48.81,2024-08-11,Books,4.0,August
CUST1674,Sara Gaber,54.0,Female,sara.gaber@hotmail.com,Missing,740.1,2024-05-04,Clothing,,May
CUST1675,Ahmed Hassan,32.0,Female,ahmed.hassan@hotmail.com,Missing,949.78,2024-09-03,Home,4.17379077615298,September
CUST1676,Mark Ali,54.0,Male,mark.ali@gmail.com,Available,842.36,2024-05-12,Home,4.17379077615298,May
CUST1677,Sara Hassan,54.0,Male,sara.hassan@gmail.com,Missing,793.81,2022-12-31,No Category Selected,3.0,December
CUST1678,Fatma Ali,31.0,Male,fatma.ali@hotmail.com,Available,513.63,2024-01-09,Clothing,1.0,January
CUST1679,Mark Hassan,54.0,Female,mark.hassan@gmail.com,Missing,26.49,2023-12-14,Books,3.0,December
CUST1680,Lina Gaber,54.0,Male,lina.gaber@hotmail.com,Missing,759.1,2024-04-22,Books,4.17379077615298,April
CUST1681,Mark Ibrahim,54.0,Male,mark.ibrahim@gmail.com,Missing,857.36,2025-07-07,Electronics,,July
CUST1682,Sara Smith,54.0,Male,sara.smith@yahoo.com,Available,555.03,2025-06-09,No Category Selected,5.0,June
CUST1683,Mark Ali,57.0,Male,mark.ali@gmail.com,Missing,443.63,2023-06-27,Toys,1.0,June
CUST1684,Sara Mahmoud,54.0,Male,sara.mahmoud@hotmail.com,Available,899.15,2024-03-28,No Category Selected,5.0,March
CUST1685,Lina Ali,54.0,Male,lina.ali@hotmail.com,Available,928.77,2025-06-21,Books,4.0,June
CUST1686,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@yahoo.com,Available,42.66,2023-03-26,Electronics,4.17379077615298,March
CUST1687,Alaa Ibrahim,54.0,Female,alaa.ibrahim@yahoo.com,Available,999.56,2025-05-16,Electronics,1.0,May
CUST1688,Sara Gaber,54.0,Female,sara.gaber@hotmail.com,Missing,796.83,2023-12-30,Clothing,3.0,December
CUST1689,Sara Gaber,54.0,Male,sara.gaber@yahoo.com,Missing,56.7,2024-12-03,Clothing,3.0,December
CUST1690,Lina Hassan,54.0,Male,lina.hassan@gmail.com,Available,737.59,2023-04-25,Toys,1.0,April
CUST1691,Mark Mahmoud,54.0,Female,mark.mahmoud@hotmail.com,Available,601.36,2025-01-12,No Category Selected,1.0,January
CUST1692,Ahmed Smith,54.0,Male,ahmed.smith@gmail.com,Missing,587.8,2023-08-07,Home,1.0,August
CUST1693,Mark Smith,54.0,Male,mark.smith@yahoo.com,Missing,172.89,2023-10-31,No Category Selected,4.0,October
CUST1694,John Ali,54.0,Female,john.ali@yahoo.com,Available,250.47,2024-02-05,No Category Selected,5.0,February
CUST1695,Ahmed Smith,54.0,Female,ahmed.smith@hotmail.com,Missing,340.8,2024-09-19,Home,5.0,September
CUST1696,Lina Ibrahim,21.0,Male,lina.ibrahim@hotmail.com,Missing,393.94,2025-07-08,Home,,July
CUST1697,Ali Hassan,54.0,Female,ali.hassan@hotmail.com,Available,828.37,2023-09-20,No Category Selected,5.0,September
CUST1698,Alaa Hassan,57.0,Female,alaa.hassan@gmail.com,Missing,419.65,2024-12-17,Books,4.17379077615298,December
CUST1699,Ahmed Ali,65.0,Female,ahmed.ali@gmail.com,Missing,182.4,,Electronics,2.0,
CUST1700,Ahmed Mahmoud,58.0,Male,ahmed.mahmoud@hotmail.com,Missing,730.53,2023-11-05,No Category Selected,,November
CUST1701,Sara Ali,54.0,Female,sara.ali@yahoo.com,Missing,272.75,,Electronics,4.0,
CUST1702,Sara Ibrahim,40.0,Male,sara.ibrahim@gmail.com,Missing,861.93,2023-09-21,Clothing,2.0,September
CUST1703,Alaa Gaber,17.0,Male,alaa.gaber@hotmail.com,Available,389.63,2025-05-05,Books,1.0,May
CUST1704,Alaa Hassan,72.0,Female,alaa.hassan@hotmail.com,Missing,891.56,2023-12-30,Electronics,5.0,December
CUST1705,Ahmed Hassan,47.0,Male,ahmed.hassan@gmail.com,Missing,829.61,2025-05-26,Books,,May
CUST1706,Alaa Hassan,54.0,Female,alaa.hassan@hotmail.com,Available,52.27,2025-04-16,Toys,1.0,April
CUST1707,Lina Smith,54.0,Male,lina.smith@gmail.com,Missing,509.8973789316026,2022-11-28,No Category Selected,1.0,November
